Brand,City,Country,Sum of Latitude,Sum of Longitude,Postcode,State/Province,Store Name,Store Number
Starbucks,Aurora,US,39.58,-104.72,800164237,CO,E-470 & Gartrell- Aurora,10632-98426
Starbucks,Aurora,US,39.6,-104.72,800165262,CO,Safeway - Aurora #899,73605-87503
Starbucks,Aurora,US,39.69,-104.79,800174150,CO,Mississippi and Buckley,10856-101379
Starbucks,Aurora,US,39.67,-104.87,802315923,CO,"Parker & Iliff, Aurora",14072-107931
Starbucks,Austell,US,33.86,-84.58,301068531,GA,E-W Connector & Floyd Rd,2968-88420
Starbucks,Austin,US,30.39,-97.88,75783,TX,Randall's Austin #2987,16927-160104
Starbucks,Austin,US,30.27,-97.75,78701,TX,3rd & Lavaca,19801-201067
Starbucks,Austin,US,30.26,-97.74,78701,TX,JW Marriott Austin,24262-224224
Starbucks,Austin,US,30.28,-97.74,787011516,TX,15th & San Antonio,6368-20601
Starbucks,Austin,US,30.27,-97.74,787012971,TX,6th & Congress - One American Ctr,689-2056
Starbucks,Austin,US,30.27,-97.74,787013612,TX,Downtown Austin Courtyard,75881-96280
Starbucks,Austin,US,30.27,-97.74,787015000,TX,10th & Congress,6470-33199
Starbucks,Austin,US,30.3,-97.76,78703,TX,Exposition & Westover - Casis Vlg,6227-691
Starbucks,Austin,US,30.31,-97.75,787031437,TX,Randalls - Austin #2481,74657-102560
Starbucks,Austin,US,30.28,-97.78,787033615,TX,Randalls - Austin #2483,79603-102559
Starbucks,Austin,US,30.27,-97.75,787035427,TX,5th & Lamar,6319-1150
Starbucks,Austin,US,30.24,-97.76,78704,TX,1st & Oltorf,20588-203564
Starbucks,Austin,US,30.26,-97.75,78704,TX,Hyatt Regency Austin,22017-212727
Starbucks,Austin,US,30.25,-97.76,787042966,TX,S. Lamar & Collier,6356-20640
Starbucks,Austin,US,30.23,-97.74,787044447,TX,I-35 & Oltorf,8632-93402
Starbucks,Austin,US,30.22,-97.76,787047488,TX,Ben White & Payload Pass,10757-100449
Starbucks,Austin,US,30.23,-97.79,787047518,TX,Randall's-Austin #2485,79731-130864
Starbucks,Austin,US,30.24,-97.79,787048802,TX,Brodie Oaks Center on S. Lamar,6388-25494
Starbucks,Austin,US,30.28,-97.73,78705,TX,University ofTexas Memorial Stadium,75429-104080
Starbucks,Austin,US,30.3,-97.74,787051485,TX,38th & Guadalupe,9612-97255
Starbucks,Austin,US,30.29,-97.74,787055231,TX,W.24th & Nueces (White House),6284-1715
Starbucks,Austin,US,30.28,-97.74,787121013,TX,University of Texas Austin-Student,14957-151825
Starbucks,Austin,US,30.29,-97.74,78713,TX,Texas Union - Univ. of Texas,75480-107203
Starbucks,Austin,US,30.48,-97.81,78717,TX,183 & Lakeline,6268-186534
Starbucks,Austin,US,30.48,-97.8,787175924,TX,Super Target Austin NW ST-1797,76109-79322
Starbucks,Austin,US,30.3,-97.7,78723,TX,Berkman & Barbara Jordan at Mueller,22300-219825
Starbucks,Austin,US,30.31,-97.71,787233083,TX,I-35 & Barbara Jordan - Mueller W.,13418-103678
Starbucks,Austin,US,30.41,-97.85,78726,TX,Hwy 620 & Hwy 2222,6374-25491
Starbucks,Austin,US,30.45,-97.83,787261139,TX,620 & Anderson Mill,15747-159125
Starbucks,Austin,US,30.42,-97.7,787274212,TX,Parmer & Mopac,11556-103677
Starbucks,Austin,US,30.41,-97.69,787274604,TX,Parmer & Metric,6402-33619
Starbucks,Austin,US,30.44,-97.74,787296801,TX,Parmer & McNeil,9676-97296
Starbucks,Austin,US,30.37,-97.76,787311319,TX,Randalls-Austin #2482,74630-90281
Starbucks,Austin,US,30.35,-97.76,787314122,TX,Far West Blvd. & Hart Ln.,6256-1209
Starbucks,Austin,US,30.34,-97.76,787314974,TX,Northland & Balcones,6341-13118
Starbucks,Austin,US,30.23,-97.87,78736,TX,SR 71 & US 290,14500-111585
Starbucks,Austin,US,30.4,-97.85,787373506,TX,Target Four Points T-1953,76422-91784
Starbucks,Austin,US,30.3,-97.93,78738,TX,Bee Caves & 71,6397-20619
Starbucks,Austin,US,30.24,-97.73,78741,TX,Riverside & Arena,20458-201066
Starbucks,Austin,US,30.22,-97.69,787441773,TX,SR 71 & E Riverside,14663-117645
Starbucks,Austin,US,30.29,-97.83,78746,TX,360 & Bee Caves,6238-185604
Starbucks,Austin,US,30.28,-97.8,787466600,TX,Randalls-Austin #2477,74650-95639
Starbucks,Austin,US,30.28,-97.8,787466672,TX,Walsh Tarlton and Bee Caves,691-1348
Starbucks,Austin,US,30.26,-97.81,787468101,TX,Barton Creek Square Mall,16052-163286
Starbucks,Austin,US,30.18,-97.85,78748,TX,Slaughter & Brodie,19336-185010
Starbucks,Austin,US,30.17,-97.79,787481733,TX,I-35 & Slaughter,10618-100981
Starbucks,Austin,US,30.16,-97.79,787481752,TX,Super Target Austin Southpark ST-22,76816-110959
Starbucks,Austin,US,30.18,-97.85,787485802,TX,Randalls - Austin #1850,79608-103615
Starbucks,Austin,US,30.23,-97.83,787491112,TX,Target Austin T-1061,76383-96938
Starbucks,Austin,US,30.22,-97.84,787491430,TX,William Cannon & Mopac,6380-27307
Starbucks,Austin,US,30.2,-97.88,787491982,TX,Circle C on Escarpment,9617-97359
Starbucks,Austin,US,30.21,-97.82,787492226,TX,William Cannon & Westgate,6386-13970
Starbucks,Austin,US,30.45,-97.79,78750,TX,Hwy 183 & Anderson Mill Rd.,6373-25490
Starbucks,Austin,US,30.31,-97.74,787563401,TX,45th & N. Lamar,6328-9152
Starbucks,Austin,US,30.36,-97.74,787571102,TX,Rockwood & Anderson,6330-9133
Starbucks,Austin,US,30.4,-97.73,787593501,TX,The Domain on Century Oaks Tr,13331-104028
Starbucks,Austin,US,30.4,-97.75,787595722,TX,Hwy 183 & Braker Ln (Randalls),6251-1151
Starbucks,Austin,US,30.39,-97.74,787595803,TX,Target Austin Arboretum T-2409,76987-137286
Starbucks,Austin,US,30.39,-97.75,787597266,TX,Great Hills Trail & Jolleyville,6203-98957
Starbucks,Austintown,US,41.12,-80.77,445151157,OH,Austintown,9665-97886
Starbucks,Avellaneda,AR,-34.68,-58.37,B1870,B,Alto Avelleneda,1278-139526
Starbucks,Aventura,US,25.94,-80.15,331602506,FL,18299 Biscayne Blvd,8566-79262
Starbucks,Aventura,US,25.96,-80.14,33180,FL,Turnberry Isle Miami,49266-238016
Starbucks,Aventura,US,25.95,-80.15,331802310,FL,Biscayne & 191st St.,8316-5449
Starbucks,Aventura,US,25.96,-80.14,33242,FL,Aventura Mall- Upstairs,8275-1577
Starbucks,Avon,US,41.46,-82.02,44011,OH,Target Avon T-1325,19470-199298
Starbucks,Avon,US,41.46,-82.02,440111654,OH,"Avon, OH",14999-155224
Starbucks,Avon,US,39.77,-86.4,46123,IN,"Kroger-Avon, IN #985",23264-137467
Starbucks,Avon,US,39.76,-86.33,461237981,IN,Tremont & Raceway,2691-81980
Starbucks,Avon,US,39.76,-86.34,461237985,IN,Super Target Avon ST-1788,72646-42139
Starbucks,Avon,US,41.82,-72.86,60013690,CT,Avon Marketplace,7508-9452
Starbucks,Avon,US,39.63,-106.52,81620,CO,25 Hurd Lane - Avon,5397-1286
Starbucks,Avon,US,39.64,-106.52,81620,CO,Beaver Creek 1,72122-3529
Starbucks,Avon,US,39.57,-106.42,81620,CO,City Market-Avon CO #426,72901-82206
Starbucks,Avon,US,39.64,-106.52,81620,CO,Westin -Riverfront Village LLC,23653-201464
Starbucks,AVON LAKE,US,41.49,-81.99,44012,OH,Giant Eagle 1284 Avon Lake,50412-266011
Starbucks,Avondale,US,33.43,-112.31,853236812,AZ,"115th Ave. & Buckeye, Avondale",9415-96478
Starbucks,Avondale,US,33.46,-112.34,85392,AZ,Frys - Avondale #112,47792-257948
Starbucks,Avondale,US,33.46,-112.28,853924861,AZ,McDowell & 99th Avenue,6779-78100
Starbucks,Avondale,US,33.49,-112.29,853925653,AZ,"Indian School & 107 Ave, Avondale",6690-75361
Starbucks,Awaji,JP,34.58,135.02,656-2401,28,Awaji Service Area Down Lane,3691-146089
Starbucks,Aydin,TR,37.85,27.86,9010,9,Starbucks,24881-239326
Starbucks,Aydin,TR,37.77,27.43,9200,9,Soke,31216-104622
Starbucks,Aydin,TR,37.74,27.4,9200,9,Starbucks,18195-166125
Starbucks,Aydin,TR,37.86,27.26,9400,9,Starbucks,19201-198484
Starbucks,Aydin,TR,37.86,27.25,9400,9,Starbucks,31047-103179
Starbucks,Ayutthaya,TH,14.24,100.73,"",14,Baan Yai Wangnoi,26907-242405
Starbucks,Aztec,US,36.83,-107.99,874101927,NM,Safeway-Aztec #1438,79748-124164
Starbucks,Azumino,JP,36.27,137.93,399-8204,20,Azusagawa Service Area Up Lane,3688-145584
Starbucks,Azusa,US,34.13,-117.89,91702,CA,Citrus & Alosta,6447-244769
Starbucks,Azusa,US,34.13,-117.93,91702,CA,Foothill & Todd,28901-250604
Starbucks,Azusa,US,34.14,-117.91,917022510,CA,Target Azusa T-2627,8179-154015
Starbucks,Azusa,US,34.13,-117.91,917022524,CA,"Foothill & Azusa, Azusa",9824-98054
Starbucks,Babylon,US,40.71,-73.36,117046203,NY,Stop & Shop-Babylon #543,79465-104047
Starbucks,Bacolod City,PH,10.67,122.94,"",7,SM City Bacolod,47208-257392
Starbucks,Bacolod City,PH,10.68,122.96,6100,6,Lacson St cor 18th St-Bacolod City,1388-139364
Starbucks,Bacoor,PH,14.44,120.95,4102,40,SM City Bacoor,16344-170624
Starbucks,Bade City,TW,24.96,121.3,33461,TAO,Bade Taota,21984-216704
Starbucks,Baden,CH,47.48,8.31,5400,AG,Baden Bahnhof,2163-141415
Starbucks,Baden-Baden,DE,48.78,8.19,76532,BW,Cite Center,17421-181704
Starbucks,Badung,ID,-8.74,115.18,"",BA,Park 23 Entertainment Center,25380-240833
Starbucks,Badung,ID,-8.66,115.15,80361,NU,Canggu,29977-256270
Starbucks,Badung,ID,-8.78,115.17,80361,NU,Jimbaran Arcade,29073-252347
Starbucks,Baguio City,PH,16.4,120.61,"",PH,Camp John Hay,33255-81700
Starbucks,Baguio City,PH,16.41,120.6,"",PH,SM Baguio,33263-94203
Starbucks,Baguio City,PH,16.41,120.6,2600,PH,Baguio Session Road,15357-160664
Starbucks,Baguio City,PH,16.4,120.61,2600,PH,Baguio TechnoHub,18742-159225
Starbucks,Bahrain,BH,26.21,50.52,"",13,The Courtyard,47088-256773
Starbucks,Bainbridge Island,US,47.64,-122.52,98110,WA,Bainbridge Island Village,21929-213125
Starbucks,Bainbridge Island,US,47.64,-122.52,981101627,WA,Safeway-Bainbridge Island #1252,74276-52039
Starbucks,Baker City,US,44.78,-117.82,97814,OR,Albertsons - Baker City #3211,49585-269685
Starbucks,Baker City,US,44.78,-117.82,978142271,OR,Safeway-Baker City #4381,74286-76340
Starbucks,Bakersfield,US,35.38,-119.02,933012014,CA,San Joaquin Community Hospital,17820-161185
Starbucks,Bakersfield,US,35.38,-119.02,933012300,CA,"24th & L Street, Bakersfield",6918-85689
Starbucks,Bakersfield,US,35.37,-119.02,933015432,CA,"Chester & California, Bakersfield",8711-94269
Starbucks,Bakersfield,US,35.34,-119.03,93304,CA,"Ming & Hwy 99, Bakersfield",6695-66241
Starbucks,Bakersfield,US,35.32,-119.03,93304,CA,White & Hughes,26333-243614
Starbucks,Bakersfield,US,35.34,-119.04,933044144,CA,Target Bakersfield Central T-2524,9078-141828
Starbucks,Bakersfield,US,35.4,-118.95,933062701,CA,"Oswell & Auburn, Bakersfield",10097-99102
Starbucks,Bakersfield,US,35.39,-118.97,933062900,CA,"Mt Vernon & Hwy 178, Bakersfield",9258-40559
Starbucks,Bakersfield,US,35.3,-119.03,933076542,CA,"Panama & Colony, Bakersfield",2923-93066
Starbucks,Bakersfield,US,35.35,-118.91,933079647,CA,Weedpatch Hwy & Hwy 58,10932-102455
Starbucks,Bakersfield,US,35.38,-119.04,93308,CA,Buck Owens & Rosedale Highway,29793-255374
Starbucks,Bakersfield,US,35.41,-119.06,933083064,CA,"Olive & Knudsen, Bakersfield",8620-93722
Starbucks,Bakersfield,US,35.4,-119.09,933085022,CA,Coffee & Hageman - Bakersfield,5522-1633
Starbucks,Bakersfield,US,35.4,-119.09,933085025,CA,Von's - Bakersfield #2033,79665-114967
Starbucks,Bakersfield,US,35.44,-119.08,933089444,CA,"7th Standard & Hwy 65, Bakersfield",13596-106763
Starbucks,Bakersfield,US,35.37,-119.04,93309,CA,California & Easton,24007-160284
Starbucks,Bakersfield,US,35.33,-119.07,93309,CA,Ming & Ashe,17654-152412
Starbucks,Bakersfield,US,35.34,-119.05,93309,CA,Ming & Real,29858-255375
Starbucks,Bakersfield,US,35.36,-119.06,933091603,CA,Stockdale Village- Bakersfield,5484-1335
Starbucks,Bakersfield,US,35.36,-119.07,933092507,CA,Vons-Bakersfield #1969,74954-98877
Starbucks,Bakersfield,US,35.32,-119.05,933096392,CA,"White & Stine, Bakersfield",9389-95626
Starbucks,Bakersfield,US,35.32,-119.09,933097686,CA,Albertsons - Bakersfield #3364,48132-261244
Starbucks,Bakersfield,US,35.35,-119.12,93311,CA,Stockdale Hwy & Calloway Drive,25581-241287
Starbucks,Bakersfield,US,35.36,-119.09,933111091,CA,Coffee & Stockdale Hwy,8859-93723
Starbucks,Bakersfield,US,35.34,-119.1,933111318,CA,The Marketplace-Bakersfield,5462-1336
Starbucks,Bakersfield,US,35.34,-119.1,933111318,CA,Vons - Bakersfield #2420,74504-27648
Starbucks,Bakersfield,US,35.35,-119.12,933113635,CA,Target Bakersfield West T-2715,5117-147866
Starbucks,Bakersfield,US,35.41,-119.11,93312,CA,Olive & Calloway,27700-248144
Starbucks,Bakersfield,US,35.38,-119.1,933122143,CA,Target Bakersfield NW T-1384,15515-141829
Starbucks,Bakersfield,US,35.38,-119.1,933122161,CA,"Rosedale & Calloway, Bakersfield",6436-57479
Starbucks,Bakersfield,US,35.4,-119.11,933122380,CA,"Hageman & Calloway, Bakersfield",9422-108634
Starbucks,Bakersfield,US,35.3,-119.05,933133490,CA,"Panama & Stine, Bakersfield",10098-98998
Starbucks,Bakersfield,US,35.31,-119.09,933135053,CA,"Gosford & Pacheco, Bakersfield",2998-93150
Starbucks,Bakersfield,US,35.38,-119.15,933149452,CA,Rosedale Hwy & Froehlich St,11438-103513
Starbucks,Bakersfield,US,35.38,-119.15,933149496,CA,Albertsons-Bakersfield #6377,73666-98417
Starbucks,Baku,AZ,40.38,49.85,"",BA,Mall 28,28752-250830
Starbucks,Baku,AZ,40.38,49.86,0,BA,Port Baku,25822-240094
Starbucks,Baku,AZ,39.95,48.9,0,SAB,TARGOVI,29399-253484
Starbucks,Bala Cynwyd,US,40.01,-75.24,190042984,PA,Bala Cynwyd,785-8748
Starbucks,Balagtas,PH,14.82,120.92,"",3,Petron NLEX - Balagtas,33226-24232
Starbucks,Balagtas,PH,14.83,120.91,3016,3,Shell NLEX - Balagtas,3146-130024
Starbucks,Balakong,MY,3.03,101.76,43200,14,Jusco Cheras Selatan,31426-107047
Starbucks,Balanga,PH,14.68,120.53,2100,3,Capitol Drive Balanga Bataan,21976-216644
Starbucks,Balcones Heights,US,29.49,-98.55,782016521,TX,Super Target Balcones Hts ST-1523,76104-78194
Starbucks,Baldock,GB,52.01,-0.2,SG7 5TR,ENG,Baldock Services - MSA A1/A507,12885-140706
Starbucks,Baldwin Harbor,US,40.64,-73.61,115104240,NY,Waldbaums-Baldwin Harbor-#452,73906-133727
Starbucks,Baldwin Park,US,34.06,-117.99,91706,CA,Kaiser Permanente @ Baldwin Park,25255-186787
Starbucks,Baldwin Park,US,34.07,-117.98,91706,CA,Target Baldwinpark T-1033,47131-256288
Starbucks,Baldwin Park,US,34.07,-117.98,917064783,CA,Baldwin Park & Francisquito,6911-84582
Starbucks,Baldwin Park,US,34.07,-117.96,917065500,CA,"Puente & The 10 Fwy, Baldwin Park",5880-32099
Starbucks,Baldwin Park,US,34.06,-117.97,917065994,CA,"Puente & Francisquito, Baldwin Park",9326-95961
Starbucks,Bali,ID,-8.51,115.26,"",BA,Ubud,7133-148805
Starbucks,Bali,ID,-8.8,115.23,"",NU,Nusa Dua Bali,30833-101913
Starbucks,Bali,ID,-8.68,115.21,80114,BA,Denpasar Imperial Palace,8094-150707
Starbucks,Bali,ID,-8.73,115.17,80361,BA,Bali Discovery Mall,35627-96421
Starbucks,Bali,ID,-8.72,115.17,80361,BA,Kuta Beachwalk,15327-159185
Starbucks,Bali,ID,-8.72,115.17,80361,BA,Kuta Beachwalk 2,17160-177137
Starbucks,Bali,ID,-8.72,115.18,80361,BA,Mal Bali Galeria,2110-154208
Starbucks,Bali,ID,-8.61,115.11,82121,BA,Tanah Lot,25562-241564
Starbucks,Balikesir,TR,39.6,26.98,0,10,Novada Edremit,48721-264854
Starbucks,Balikesir,TR,39.67,27.61,10000,10,Akcay Yasa,47028-256532
Starbucks,Balikesir,TR,39.83,28.12,10600,10,Starbucks,31864-117946
Starbucks,Balikpapan,ID,-1.16,116.88,"",KA,Pentacity,25459-229905
Starbucks,Balikpapan,ID,-1.22,116.82,76113,SM,Balikpapan Plaza,1818-142724
Starbucks,Balikpapan,ID,-1.26,116.9,76115,KI,Balikpapan Airport,15942-234204
Starbucks,Baliwag,PH,14.97,120.89,3006,3,SM City Baliwag,27811-248767
Starbucks,Ballwin,US,38.62,-90.52,63011,MO,Target Chesterfield/T & C T-1952,76922-90446
Starbucks,Ballwin,US,38.59,-90.54,630114621,MO,Manchester & Ries,2654-35719
Starbucks,Baltimore,US,39.29,-76.62,212011718,MD,Centerpointe,9987-83720
Starbucks,Baltimore,US,39.29,-76.62,212012433,MD,Baltimore Convention Center-Lobby,72219-25328
Starbucks,Baltimore,US,39.3,-76.62,212015654,MD,1209 N. Charles Street,11685-105197
Starbucks,Baltimore,US,39.29,-76.61,21202,MD,10 Light St,29772-255206
Starbucks,Baltimore,US,39.29,-76.61,21202,MD,Embassy Suites Hotel-Baltimore,21409-178825
Starbucks,Baltimore,US,39.28,-76.6,21202,MD,Harbor East - President Street,11051-238088
Starbucks,Baltimore,US,39.29,-76.61,212021009,MD,100 E. Pratt Street,16798-159608
Starbucks,Baltimore,US,39.29,-76.61,212026103,MD,Gallery at Harborplace Mall,7908-81173
Starbucks,Baltimore,US,39.39,-76.74,212086329,MD,Woodholme,740-975
Starbucks,Baltimore,US,39.37,-76.65,212093701,MD,Mount Washington Mill,746-590
Starbucks,Baltimore,US,39.39,-76.69,212093759,MD,Greenspring,11686-104683
Starbucks,Baltimore,US,39.36,-76.63,212102141,MD,"Roland Park, MD",11129-103462
Starbucks,Baltimore,US,39.35,-76.62,212102601,MD,Loyola Universi-Andrew White Center,3569-145464
Starbucks,Baltimore,US,39.34,-76.63,21211,MD,The Rotunda,27873-248975
Starbucks,Baltimore,US,39.38,-76.63,212121113,MD,Woodbrook,7871-63960
Starbucks,Baltimore,US,39.37,-76.61,212122361,MD,6378 York Road,731-974
Starbucks,Baltimore,US,39.32,-76.66,212157987,MD,Target Baltimore West T-2393,76919-128684
Starbucks,Baltimore,US,39.33,-76.62,212183497,MD,Charles Village,11515-104639
Starbucks,Baltimore,US,39.32,-76.62,212185110,MD,Safeway - Baltimore #1482,79723-104112
Starbucks,Baltimore,US,39.33,-76.45,212204104,MD,Target Middle River T-1970,76404-95665
Starbucks,Baltimore,US,39.28,-76.56,21224,MD,Harris Teeter Baltimore #392,22470-215324
Starbucks,Baltimore,US,39.28,-76.57,21224,MD,Target Baltimore East T-2845,20625-206744
Starbucks,Baltimore,US,39.28,-76.58,212243667,MD,Safeway-Baltimore #1481,74124-17924
Starbucks,Baltimore,US,39.28,-76.58,212244784,MD,Canton,9496-93653
Starbucks,Baltimore,US,39.27,-76.6,21230,MD,Harris Teeter Baltimore #376,47113-256345
Starbucks,Baltimore,US,39.27,-76.6,212305117,MD,Southside Marketplace.,16345-160144
Starbucks,Baltimore,US,39.38,-76.47,212364904,MD,White Marsh Mall,7556-7519
Starbucks,Baltimore,US,39.37,-76.46,212368202,MD,Avenue at White Marsh,7870-81142
Starbucks,Baltimore,US,39.19,-76.67,21240,MD,BWI - Baggage Claim SW AB,27684-248006
Starbucks,Baltimore,US,39.19,-76.67,21240,MD,BWI - Concourse D,27683-248007
Starbucks,Baltimore,US,39.18,-76.67,21240,MD,BWI Pre Security Retail,75854-101335
Starbucks,Baltimore,US,39.18,-76.67,21240-076,MD,BWI Baltimore Int'l Airport Con B,75853-100355
Starbucks,Baltimore,US,39.26,-76.71,212500001,MD,UMBC - University Center,3502-136630
Starbucks,Banbridge,GB,54.33,-6.28,BT32 4LF,NIR,Bridgewater Park Outlet Centre - 6,23401-230086
Starbucks,Banbury,GB,52.08,-1.32,OX16 3JU,ENG,Banbury - Banbury Gateway SP,27395-236929
Starbucks,"Bandar Kluang, Kluang",MY,2.04,103.32,86000,1,Kluang Mall,22145-218090
Starbucks,Bandar Seri Begawan,BN,4.91,114.94,BA1111,BM,Mabohai Shopping Mall,22537-220404
Starbucks,Bandar Seri Begawan,BN,4.91,114.94,BA1111,BM,Mabohai Shopping Mall,22537-221644
Starbucks,Bandung,ID,-6.89,107.6,"",JB,Chiwalk Bandung,35624-95643
Starbucks,Bandung,ID,-6.9,107.62,"",JB,Dipati Ukur,26682-245067
Starbucks,Bandung,ID,-6.47,107.44,"",JW,Rest Area KM 72A,19528-199166
Starbucks,Bandung,ID,-6.9,107.58,0,JW,PPAU Building,49072-266889
Starbucks,Bandung,ID,-6.91,107.61,40111,JW,Braga Citywalk,23842-220764
Starbucks,Bandung,ID,-6.88,107.6,40162,JB,Paris Van Java,31778-117006
Starbucks,Bandung,ID,-6.92,107.62,40174,JW,Husein Sastranegara Airport,24946-229904
Starbucks,Bandung,ID,-6.67,107.44,40213,JB,Rest Area KM 97,13055-156050
Starbucks,Bandung,ID,-6.94,107.62,40264,JW,Buah Batu Bandung,49821-271383
Starbucks,Bandung,ID,-6.93,107.64,40273,JB,Bandung Supermall,35632-172427
Starbucks,Banff,CA,51.18,-115.57,T0L 0C0,AB,Safeway - Banff #208,79618-113148
Starbucks,Banff,CA,51.15,-115.56,T1L 1B2,AB,Brewsters @ Banff Gondola,5013-146204
Starbucks,Banff,CA,51.18,-115.57,T1L 1B4,AB,Banff Avenue Mall,4457-85801
Starbucks,Bang Kruai,TH,13.82,100.45,11130,12,The Walk Ratchapruek,16496-171973
Starbucks,Bang Plea,TH,13.65,100.68,10540,11,Mega Bangna,16866-169626
Starbucks,Bangalore,IN,12.97,77.61,560001,MH,Church Street,21743-215051
Starbucks,Bangalore,IN,12.99,77.57,560003,KA,Malleswaram - Mantri Mall,23150-228269
Starbucks,Bangalore,IN,12.99,77.66,560016,KA,Benniganahalli,22445-221246
Starbucks,Bangalore,IN,12.97,77.64,560038,KA,Indiranagar,22449-221247
Starbucks,Bangalore,IN,13,77.7,560048,KA,Mahadevapura,21965-216488
Starbucks,Bangalore,IN,12.99,77.73,560048,KA,Whitefield,24432-237928
Starbucks,Bangalore,IN,13.01,77.56,560055,KA,Malleswaram - Orion Mall,21816-215552
Starbucks,Bangalore,IN,12.91,77.59,560078,KA,JP Nagar,23293-229025
Starbucks,Bangalore,IN,13.01,77.58,560080,KA,Sadashiv Nagar,23148-228268
Starbucks,Bangalore,IN,12.94,77.61,560095,KA,Koramangala,21606-213485
Starbucks,Bangkae,TH,13.71,100.41,10160,10,The Mall Bangkae,32359-136499
Starbucks,Bangkapi,TH,13.8,100.62,10240,10,CDC,2046-141768
Starbucks,Bangkapi,TH,13.75,100.61,10240,10,The Mall 3 Ramkhamhaeng,18294-188424
Starbucks,Bangkapi,TH,13.77,100.64,10240,10,The Mall Bangkapi G/F,33741-253264
Starbucks,Bangkapi,TH,13.77,100.64,10240,10,The Mall Bangkapi-Main Hall,1488-142949
Starbucks,Bangkapi,TH,13.77,100.64,10240,10,Vejthani Hospital,1478-142236
Starbucks,Bangkapi,TH,13.77,100.61,10310,10,The Scene Town in Town,17707-182486
Starbucks,Bangkhen,TH,13.87,100.6,10220,10,Central Ramindra,31820-123524
Starbucks,Bangkhen,TH,13.86,100.54,11000,10,The Mall Ngamwongwan-GF,3154-141691
Starbucks,Bangkhorlaem,TH,13.71,100.51,10120,10,Riverside Garden,32095-130704
Starbucks,Bangkhuntien,TH,13.66,100.44,10150,10,Rama2,33731-80440
Starbucks,Bangkok,TH,13.9,100.53,"",10,Central Chaengwattana,1473-136503
Starbucks,Bangkok,TH,13.86,100.63,"",10,Ease Park,47521-249024
Starbucks,Bangkok,TH,13.84,100.53,"",10,The Rest Area at Prachachuen,25904-242706
Starbucks,Bangkok,TH,13.71,100.52,"",10,Vanilla Moon,21808-215325
Starbucks,Bangkok,TH,13.64,100.63,"",11,JAS Urban Srinakarin,48239-254286
Starbucks,Bangkok,TH,13.74,100.51,10100,10,Grand China Hotel,21631-213624
